sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost,candidate_injury_count,candidate_source_count_field,metric_correction_reason,metric_correction_evidence,release_context_csv,release_context_join_key,candidate_outcome_scope,candidate_injury_location,candidate_tissue_type,candidate_injury_diagnosis,candidate_review_flags,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,prefit_gate,alignment_decision,alignment_reason,alignment_evidence,threshold_analysis_route,overlap_selection,overlap_family,overlap_reason,overlap_evidence,selected_parent_id,sampling_information_route,reverse_exposure_supported,reverse_exposure_evidence,analysis_target_key,main_scientific_input_selected,model_readiness
244,S167,S167,High Injury Incidence in Adolescent Female Soccer,,S167,Row 1,training,all_injuries,medical attention & time-loss,source_defined_threshold_unconfirmed,Female,Youth,,Denmark,Football,number of injuries per 1000 hours of exposure,,hours,source construction requires review,,"source CSV: injuryTrainingTimeLossCount, injuryIncidenceTimeLossTraining, trainingExposure",,244:incidence:training:main,49,21461,2.3,2.3,2.2832114067,,,injuryTrainingTimeLossCount,injuryIncidenceTimeLossTraining,,,,,,,all_injuries,incidence,2.3,,244,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,,,,,,,false,,,498,32,5 months,,1,prospective cohort,,,,Other,medical attention & time-loss,,Player-selfreported,an injury of the same type and at the same site as an index injury. A minimum of 1 week with no symptoms when participating in soccer was required before a recurrent injury was recorded and included in the analysis.,time lost from soccer; Injuries with reported time loss of ≥4 calendar weeks were classified as severe,,,,single_or_unlinked_row,standardised.csv source row,,protocol-v2/eligibility-audit-2026-09-12/mixed-a/papers/S167.json#/source_confirmed/metrics/3,direct_individual_or_session_time,Direct training player-hour exposure.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,49,injuryTrainingTimeLossCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out,,,,,,supported,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,select,S167,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,count_and_exposure,false,,incidence|training|all_injuries|||||,false,likelihood_and_target_selection_pending
248,S169,S169,"Relationship of Pre-season Training Load With In-Season Biochemical Markers, Injuries and Performance in Professional Soccer Players",,S169,Row 1,overall,all_injuries,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,France,Football,number of injuries per 1000 h of exposure,,hours,source construction requires review,,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,248:incidence:overall:main,5,2829,1.76,1.76,1.7674089784,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,1.76,,248,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S169:multiple_rows,,,,,,false,,,26,1,2014-15,,2 pre-seasons,prospective cohort,,,,Time loss,time-loss,,Medical Staff,injuries of the same type and location that occurred after the player recovered and returned to full participation,"number of days elapsed from the date of injury to the date of the player's return to full participation in team training or availability for competition. The injury severity was classified into four categories: minimal (≤3 days), mild (4-7 days), moderate (8-28 days) and severe (>28 days).",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,5,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",sensitivity,select,S169,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|overall|all_injuries|||||,false,likelihood_and_target_selection_pending
249,S169,S169,"Relationship of Pre-season Training Load With In-Season Biochemical Markers, Injuries and Performance in Professional Soccer Players",,S169,Row 2,overall,all_injuries,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,France,Football,number of injuries per 1000 h of exposure,,hours,source construction requires review,,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,249:incidence:overall:main,3,2829,1.06,1.06,1.0604453871,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,1.06,,249,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S169:multiple_rows,,,,,,false,,,24,1,2015-16,,2 pre-seasons,prospective cohort,,,,Time loss,time-loss,,Medical Staff,injuries of the same type and location that occurred after the player recovered and returned to full participation,"number of days elapsed from the date of injury to the date of the player's return to full participation in team training or availability for competition. The injury severity was classified into four categories: minimal (≤3 days), mild (4-7 days), moderate (8-28 days) and severe (>28 days).",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,3,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",sensitivity,select,S169,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|overall|all_injuries|||||,false,likelihood_and_target_selection_pending
250,S176,S176,Injury characteristics in Norwegian male professional football: A comparison between a regular season and a season in the pandemic,,S176,Row 1,overall,all_injuries,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,Norway,Football,"number of injuries per 1,000 h of exposure",sum of all days off caused by injury,hours,source construction requires review,[2026-02-13] Estimated/calculated match exposure,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,250:incidence:overall:main,246,3461,71.0777232014,,71.0777232014,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,71.0777232014,,250,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,true,false,reviewed_see_alignment_decision,select,supported,S176:multiple_rows,,count_divided_by_hours,,,,false,,,213,7,2 seasons,,2,prospective cohort,,,,Time loss,time-loss,,Medical Staff,,number of days lost per injury and categorized as recommended in the IOC consensus statement (14),,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=250:notes,estimated_or_calculated_match_exposure_unspecified,Existing source note flags estimated/calculated match exposure without preserving the formula.,not_documented_in_bounded_inventory,human_accepted_for_main_analysis_consideration,false,,,supported_all_injury_scope,,246,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure | injury-rule-review-2026-09-14 exposure-method-approval",sensitivity,select,S176,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|overall|all_injuries|||||,false,likelihood_and_target_selection_pending
251,S176,S176,Injury characteristics in Norwegian male professional football: A comparison between a regular season and a season in the pandemic,,S176,Row 2,overall,all_injuries,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,Norway,Football,"number of injuries per 1,000 h of exposure",sum of all days off caused by injury,hours,source construction requires review,[2026-02-13] Estimated/calculated match exposure,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,251:incidence:overall:main,259,3462,74.8122472559,,74.8122472559,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,74.8122472559,,251,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,true,false,reviewed_see_alignment_decision,select,supported,S176:multiple_rows,,count_divided_by_hours,,,,false,,,208,7,2 seasons,,2,prospective cohort,,,,Time loss,time-loss,,Medical Staff,,number of days lost per injury and categorized as recommended in the IOC consensus statement (14),,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=250:notes,estimated_or_calculated_match_exposure_unspecified,Existing source note flags estimated/calculated match exposure without preserving the formula.,not_documented_in_bounded_inventory,human_accepted_for_main_analysis_consideration,false,,,supported_all_injury_scope,,259,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure | injury-rule-review-2026-09-14 exposure-method-approval",sensitivity,select,S176,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|overall|all_injuries|||||,false,likelihood_and_target_selection_pending
251,S176,S176,Injury characteristics in Norwegian male professional football: A comparison between a regular season and a season in the pandemic,,S176,Row 2,match,all_injuries,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,Norway,Football,"number of injuries per 1,000 h of exposure",sum of all days off caused by injury,hours,source construction requires review,[2026-02-13] Estimated/calculated match exposure,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,251:incidence:match:main,79,3462,22.82,22.82,22.8191796649,,,injuryMatchCount,injuryIncidenceMatch,,,,,,,all_injuries,incidence,22.82,,251,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,true,false,reviewed_see_alignment_decision,select,supported,S176:multiple_rows,,,,,,false,,,208,7,2 seasons,,2,prospective cohort,,,,Time loss,time-loss,,Medical Staff,,number of days lost per injury and categorized as recommended in the IOC consensus statement (14),,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=250:notes,estimated_or_calculated_match_exposure_unspecified,Existing source note flags estimated/calculated match exposure without preserving the formula.,not_documented_in_bounded_inventory,human_accepted_for_main_analysis_consideration,false,,,supported_all_injury_scope,,79,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure | injury-rule-review-2026-09-14 exposure-method-approval",sensitivity,select,S176,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|match|all_injuries|||||,false,likelihood_and_target_selection_pending
257,S182,S182,Epidemiology of Upper Limb Injuries in two major Brazilian Soccer Championships from 2016 to 2019,,S182,Row 1,overall,all_injuries,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,Brazil,Football,Incidence = (total injuries X 1000 hours) / exposure,,hours,source construction requires review,[2026-02-13] UPPER BODY FOCUSED,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,257:incidence:overall:main,2486,126357,19.6744145556,,19.6744145556,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,19.6744145556,,257,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,,,count_divided_by_hours,,,,false,,,,,4 seasons,,15,prospective cohort,,,,Time loss,time-loss,,Medical Staff,,mild (<4days),,,,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,2486,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",sensitivity,select,S182,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,count_and_exposure,false,,incidence|overall|all_injuries|||||,false,likelihood_and_target_selection_pending
257,S182,S182,Epidemiology of Upper Limb Injuries in two major Brazilian Soccer Championships from 2016 to 2019,,S182,Row 1,match,all_injuries,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,Brazil,Football,Incidence = (total injuries X 1000 hours) / exposure,,hours,source construction requires review,[2026-02-13] UPPER BODY FOCUSED,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,257:incidence:match:main,2486,126357,19.6744145556,,19.6744145556,,,injuryMatchCount,injuryIncidenceMatch,,,,,,,all_injuries,incidence,19.6744145556,,257,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,,,count_divided_by_hours,,,,false,,,,,4 seasons,,15,prospective cohort,,,,Time loss,time-loss,,Medical Staff,,mild (<4days),,,,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,2486,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,select,S182,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,count_and_exposure,false,,incidence|match|all_injuries|||||,false,likelihood_and_target_selection_pending
260,S186,S186,"Workload monotony, strain and non-contact injury incidence in professional football players",,S186,Row 1,overall,non_contact,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,"France, Spain, Italy,England",Football,number of non-contact injuries per 1000 h of exposure,,hours,source construction requires review,[2026-02-12] NON CONTACT INJURIES ONLY,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,260:incidence:overall:main,237,,7.4,7.4,,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,non_contact,incidence,7.4,,260,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,true,reviewed_see_alignment_decision,select,supported,,,approximate_hours_from_matched_crude_reported_rate,32027.02702702702702702702703,,Approximate point derivation from reported rate; original precision unverified; no rounding bounds claimed.,false,,,130,5,1 season,,1,prospective cohort,,,,Time loss,time-loss,,Medical Staff,,,,,,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,237,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,non_contact_scope_review,,,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",sensitivity,select,S186,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,observed_count_and_approximate_inferred_exposure,true,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility.",incidence|overall|non_contact|||||,false,likelihood_and_target_selection_pending
265,S191,S191,Evaluation of Muscle Injuries in Professional Football Players: Does Coach Replacement Affect the Injury Rate?,,S191,Row 1,overall,muscle,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Professional/international,Turkey,Football,muscle injuries per 1000 hours of exposure,,hours,source construction requires review,,"source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",,265:incidence:overall:main,124,53437.5,2.3204678363,,2.3204678363,,,injuryTimeLossCount,injuryIncidenceOverall,,Muscle,,,,,muscle,incidence,2.3204678363,,265,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,,,count_divided_by_hours,,,,false,,,118,2,3 seasons,,3,prospective cohort,,,,Time loss,time-loss,,Medical Staff,,"The number of days of lost training and match play was used to define the severity of an injury (slight, 0-3 days to full return; minor, 4-7 days; moderate, 8-28 days; and severe, >28 days).",hamstring,grade 1 muscle injury,hamstring muscle injury,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,124,injuryTimeLossCount,,,analysis-source-context.csv,sourceDataRow,muscle_scope_review,,Muscle,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",sensitivity,select,S191,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,count_and_exposure,false,,incidence|overall|muscle||Muscle|||,false,likelihood_and_target_selection_pending
268,S1938,S1938,High-Load Strength Training Reduces Injury Incidence and Injury Burden and Improves Physical Fitness in Young Highly Trained Soccer Players.,10.1177/19417381251333417,S1938,Control group,overall,all_injuries,time loss,source_defined_threshold_unconfirmed,Male,Youth,,Spain,Football,per 1000 player-hours,days of absence per 1000 player-hours,player-hours,source construction requires review,"[2026-07-10] Manual PDF extraction (no Gemini), GPT-5 high-reasoning pass. Source: Methods and Table 2. Population rows are direct randomised arms (Control group / Experimental group); reported exposures are not numerical. Direct counts, rates and burden retained; no rate-to-exposure reconstruction.","source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,268:incidence:overall:main,7,,11.34,11.34,,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,11.34,,268,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,true,reviewed_see_alignment_decision,select,supported,S1938:multiple_rows,,approximate_hours_from_matched_crude_reported_rate,617.2839506172839506172839506,,Approximate point derivation from reported rate; original precision unverified; no rounding bounds claimed.,false,,,10,1,12 weeks,,1,randomized controlled trial,Control,Yes,,Time loss,time loss,,medical staff,,,pubis/thigh,muscle injury,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,7,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",sensitivity,select,S1938,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,observed_count_and_approximate_inferred_exposure,true,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility.",incidence|overall|all_injuries|||||,false,likelihood_and_target_selection_pending
269,S1938,S1938,High-Load Strength Training Reduces Injury Incidence and Injury Burden and Improves Physical Fitness in Young Highly Trained Soccer Players.,10.1177/19417381251333417,S1938,Experimental group,overall,all_injuries,time loss,source_defined_threshold_unconfirmed,Male,Youth,,Spain,Football,per 1000 player-hours,days of absence per 1000 player-hours,player-hours,source construction requires review,"[2026-07-10] Manual PDF extraction (no Gemini), GPT-5 high-reasoning pass. Source: Methods and Table 2. Population rows are direct randomised arms (Control group / Experimental group); reported exposures are not numerical. Direct counts, rates and burden retained; no rate-to-exposure reconstruction.","source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,269:incidence:overall:main,1,,1.31,1.31,,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,1.31,,269,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,sensitivity,false,true,not_yet_classified,true,reviewed_see_alignment_decision,select,supported,S1938:multiple_rows,,approximate_hours_from_matched_crude_reported_rate,763.3587786259541984732824427,,Approximate point derivation from reported rate; original precision unverified; no rounding bounds claimed.,false,,,10,1,12 weeks,,1,randomized controlled trial,Intervention | Experimental,Yes,,Time loss,time loss,,medical staff,,,ankle,ligament injury,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,1,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",sensitivity,select,S1938,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,observed_count_and_approximate_inferred_exposure,true,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility.",incidence|overall|all_injuries|||||,false,likelihood_and_target_selection_pending
