sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost,candidate_injury_count,candidate_source_count_field,metric_correction_reason,metric_correction_evidence,release_context_csv,release_context_join_key,candidate_outcome_scope,candidate_injury_location,candidate_tissue_type,candidate_injury_diagnosis,candidate_review_flags,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,prefit_gate,alignment_decision,alignment_reason,alignment_evidence,threshold_analysis_route,overlap_selection,overlap_family,overlap_reason,overlap_evidence,selected_parent_id,sampling_information_route,reverse_exposure_supported,reverse_exposure_evidence,analysis_target_key,main_scientific_input_selected,model_readiness
512,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 1,overall,injuryTissueType_muscle_injury,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryTissueType_muscle_injury_incidence,,512:incidence:overall:injuryTissueType_muscle_injury_incidence,,11216.1,0.09,0.09,,,,,injuryTissueType_muscle_injury_incidence,,muscle injury,,,,,injuryTissueType_muscle_injury,incidence,0.09,,512,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,1.009449,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_muscle_injury,,muscle injury,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryTissueType_muscle_injury_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryTissueType_muscle_injury||muscle injury|||,false,likelihood_and_target_selection_pending
512,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 1,overall,injuryTissueType_muscle_tendon,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryTissueType_muscle_tendon_incidence,,512:incidence:overall:injuryTissueType_muscle_tendon_incidence,,11216.1,0.09,0.09,,,,,injuryTissueType_muscle_tendon_incidence,,muscle tendon,,,,,injuryTissueType_muscle_tendon,incidence,0.09,,512,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,1.009449,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_muscle_tendon,,muscle tendon,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryTissueType_muscle_tendon_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryTissueType_muscle_tendon||muscle tendon|||,false,likelihood_and_target_selection_pending
512,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 1,overall,injuryTissueType_non_specific_tissue,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryTissueType_non_specific_tissue_incidence,,512:incidence:overall:injuryTissueType_non_specific_tissue_incidence,,11216.1,0.45,0.45,,,,,injuryTissueType_non_specific_tissue_incidence,,non specific tissue,,,,,injuryTissueType_non_specific_tissue,incidence,0.45,,512,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,5.047245,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_non_specific_tissue,,non specific tissue,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryTissueType_non_specific_tissue_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryTissueType_non_specific_tissue||non specific tissue|||,false,likelihood_and_target_selection_pending
512,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 1,overall,injuryTissueType_superficial_contusion,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryTissueType_superficial_contusion_incidence,,512:incidence:overall:injuryTissueType_superficial_contusion_incidence,,11216.1,0.71,0.71,,,,,injuryTissueType_superficial_contusion_incidence,,superficial contusion,,,,,injuryTissueType_superficial_contusion,incidence,0.71,,512,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,7.963431,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_superficial_contusion,,superficial contusion,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryTissueType_superficial_contusion_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryTissueType_superficial_contusion||superficial contusion|||,false,likelihood_and_target_selection_pending
512,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 1,overall,injuryTissueType_superficial_tissues_skin,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryTissueType_superficial_tissues_skin_incidence,,512:incidence:overall:injuryTissueType_superficial_tissues_skin_incidence,,11216.1,0.45,0.45,,,,,injuryTissueType_superficial_tissues_skin_incidence,,superficial tissues skin,,,,,injuryTissueType_superficial_tissues_skin,incidence,0.45,,512,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,5.047245,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_superficial_tissues_skin,,superficial tissues skin,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryTissueType_superficial_tissues_skin_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryTissueType_superficial_tissues_skin||superficial tissues skin|||,false,likelihood_and_target_selection_pending
513,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 2,match,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,513:incidence:match:main,16,2490.1,6.43,6.43,6.4254447613,,,injuryMatchCount,injuryIncidenceMatch,,,,,,,all_injuries_scope_review,incidence,6.43,,513,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,,,,,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,Actual game time is part of the named athlete-hour construction.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,16,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The outcome does not have the required player-hour denominator for this analysis.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,count_and_exposure,false,,incidence|match|all_injuries_scope_review|||||,false,likelihood_and_target_selection_pending
513,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 2,overall,injuryLocation_head_neck_overall,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryLocation_head_neck_overall_incidence,,513:incidence:overall:injuryLocation_head_neck_overall_incidence,,11216.1,1.2,1.2,,,,,injuryLocation_head_neck_overall_incidence,head neck overall,,,,,,injuryLocation_head_neck_overall,incidence,1.2,,513,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,13.45932,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryLocation_head_neck_overall,head neck overall,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryLocation_head_neck_overall_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryLocation_head_neck_overall|head neck overall||||,false,likelihood_and_target_selection_pending
513,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 2,overall,injuryLocation_lower_limb_overall,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryLocation_lower_limb_overall_incidence,,513:incidence:overall:injuryLocation_lower_limb_overall_incidence,,11216.1,4.02,4.02,,,,,injuryLocation_lower_limb_overall_incidence,lower limb overall,,,,,,injuryLocation_lower_limb_overall,incidence,4.02,,513,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,45.088722,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryLocation_lower_limb_overall,lower limb overall,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryLocation_lower_limb_overall_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryLocation_lower_limb_overall|lower limb overall||||,false,likelihood_and_target_selection_pending
513,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 2,overall,injuryLocation_trunk_overall,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryLocation_trunk_overall_incidence,,513:incidence:overall:injuryLocation_trunk_overall_incidence,,11216.1,0.4,0.4,,,,,injuryLocation_trunk_overall_incidence,trunk overall,,,,,,injuryLocation_trunk_overall,incidence,0.4,,513,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,4.48644,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryLocation_trunk_overall,trunk overall,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryLocation_trunk_overall_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryLocation_trunk_overall|trunk overall||||,false,likelihood_and_target_selection_pending
513,S297,S297,Injuries in Japanese Junior Soccer Players During Games and Practices,,S297,Row 2,overall,injuryLocation_unspecified,time-loss,source_defined_threshold_unconfirmed,,,,Japan,Football,calculated as the total number of injuries per 1000 athlete-hours (AHs) of actual and game and practice time as well as per 1000 hours of exposure (sum of game and practice hours).,,athlete-hours,source construction requires review,,source CSV: injuryLocation_unspecified_incidence,,513:incidence:overall:injuryLocation_unspecified_incidence,,11216.1,0,0,,,,,injuryLocation_unspecified_incidence,unspecified,,,,,,injuryLocation_unspecified,incidence,0,,513,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S297:multiple_rows,,approximate_count_from_reported_rate,,0,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,89,5,1 year,,1,prospective cohort,,,,Time loss,time-loss,,Coach and parents,A recurrent injury was an injury of the same type and at the same site as an index injury and occurred after a player had returned to full participation following the initial injury.,,lower limb,contusion,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription | analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv#sourceDataRow=512:incidenceDefinitionDescription,actual_game_practice_time_sum,"Actual game time is part of the named athlete-hour construction. | Actual game and practice time, and their sum, are named in the source definition. | Actual practice time is part of the named athlete-hour construction.",not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryLocation_unspecified,unspecified,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",analysis master: source CSV: injuryLocation_unspecified_incidence,sensitivity,hold,S297,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,incidence|overall|injuryLocation_unspecified|unspecified||||,false,likelihood_and_target_selection_pending
