sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost,candidate_injury_count,candidate_source_count_field,metric_correction_reason,metric_correction_evidence,release_context_csv,release_context_join_key,candidate_outcome_scope,candidate_injury_location,candidate_tissue_type,candidate_injury_diagnosis,candidate_review_flags,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,prefit_gate,alignment_decision,alignment_reason,alignment_evidence,threshold_analysis_route,overlap_selection,overlap_family,overlap_reason,overlap_evidence,selected_parent_id,sampling_information_route,reverse_exposure_supported,reverse_exposure_evidence,analysis_target_key,main_scientific_input_selected,model_readiness
167,S1149,S1149,"The Football Association Injury and Illness Surveillance Study: The Incidence, Burden and Severity of Injuries and Illness in Men's and Women's International Football.",10.1007/s40279-020-01411-8,S1149,Women - senior,training,all_injuries,time loss [>=1 day],explicit_restriction_in_source_text,Female,Senior,Professional/international | Elite/sub-elite,England,Football,per 1000 player-hours,days absent per 1000 player-hours,hours,source construction requires review,"[2026-07-08] Second-search extraction Batch 007. Source checked: full methods, Table 1, injury severity/cause/onset Tables 3-6, exposure and illness results. Four direct sex/age rows preserve the strongest reported split. No tissue/location tables were reported.","source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",,167:incidence:training:main,119,26579,4.477218857,,4.477218857,,,injuryTrainingCount,injuryIncidenceTraining,,,,,,,all_injuries,incidence,4.477218857,,167,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S1149:multiple_rows,,count_divided_by_hours,,,,false,,,,,2012-2013 to 2019-2020 international seasons,,8,prospective cohort study,,,,Time loss,time loss [>=1 day],,team medical staff,,minor 1-7 days; moderate 8-28; severe 29-89; major >=90 days,,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,119,injuryTrainingCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | time_loss_outcome_alignment_review,,,,,,supported,The saved source wording gives a time-loss restriction or threshold. The saved extraction has an aligned count and player-hour denominator.,"analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",main,select,S1149,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|training|all_injuries|||||,true,likelihood_and_target_selection_pending
168,S1149,S1149,"The Football Association Injury and Illness Surveillance Study: The Incidence, Burden and Severity of Injuries and Illness in Men's and Women's International Football.",10.1007/s40279-020-01411-8,S1149,Women - youth,overall,all_injuries,time loss [>=1 day],explicit_restriction_in_source_text,Female,Youth,Professional/international | Elite/sub-elite,England,Football,per 1000 player-hours,days absent per 1000 player-hours,hours,source construction requires review,"[2026-07-08] Second-search extraction Batch 007. Source checked: full methods, Table 1, injury severity/cause/onset Tables 3-6, exposure and illness results. Four direct sex/age rows preserve the strongest reported split. No tissue/location tables were reported.","source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,168:incidence:overall:main,326,51150,6.3734115347,,6.3734115347,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,6.3734115347,,168,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S1149:multiple_rows,,count_divided_by_hours,,,,false,,,,,2012-2013 to 2019-2020 international seasons,,8,prospective cohort study,,,,Time loss,time loss [>=1 day],,team medical staff,,minor 1-7 days; moderate 8-28; severe 29-89; major >=90 days,,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,326,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | time_loss_outcome_alignment_review,,,,,,supported,The saved source wording gives a time-loss restriction or threshold. The saved extraction has an aligned count and player-hour denominator.,"analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",main,select,S1149,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|overall|all_injuries|||||,true,likelihood_and_target_selection_pending
168,S1149,S1149,"The Football Association Injury and Illness Surveillance Study: The Incidence, Burden and Severity of Injuries and Illness in Men's and Women's International Football.",10.1007/s40279-020-01411-8,S1149,Women - youth,match,all_injuries,time loss [>=1 day],explicit_restriction_in_source_text,Female,Youth,Professional/international | Elite/sub-elite,England,Football,per 1000 player-hours,days absent per 1000 player-hours,hours,source construction requires review,"[2026-07-08] Second-search extraction Batch 007. Source checked: full methods, Table 1, injury severity/cause/onset Tables 3-6, exposure and illness results. Four direct sex/age rows preserve the strongest reported split. No tissue/location tables were reported.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,168:incidence:match:main,133,4989,26.6586490279,,26.6586490279,,,injuryMatchCount,injuryIncidenceMatch,,,,,,,all_injuries,incidence,26.6586490279,,168,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S1149:multiple_rows,,count_divided_by_hours,,,,false,,,,,2012-2013 to 2019-2020 international seasons,,8,prospective cohort study,,,,Time loss,time loss [>=1 day],,team medical staff,,minor 1-7 days; moderate 8-28; severe 29-89; major >=90 days,,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,133,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | time_loss_outcome_alignment_review,,,,,,supported,The saved source wording gives a time-loss restriction or threshold. The saved extraction has an aligned count and player-hour denominator.,"analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",main,select,S1149,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|match|all_injuries|||||,true,likelihood_and_target_selection_pending
168,S1149,S1149,"The Football Association Injury and Illness Surveillance Study: The Incidence, Burden and Severity of Injuries and Illness in Men's and Women's International Football.",10.1007/s40279-020-01411-8,S1149,Women - youth,training,all_injuries,time loss [>=1 day],explicit_restriction_in_source_text,Female,Youth,Professional/international | Elite/sub-elite,England,Football,per 1000 player-hours,days absent per 1000 player-hours,hours,source construction requires review,"[2026-07-08] Second-search extraction Batch 007. Source checked: full methods, Table 1, injury severity/cause/onset Tables 3-6, exposure and illness results. Four direct sex/age rows preserve the strongest reported split. No tissue/location tables were reported.","source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",,168:incidence:training:main,193,46161,4.1810186088,,4.1810186088,,,injuryTrainingCount,injuryIncidenceTraining,,,,,,,all_injuries,incidence,4.1810186088,,168,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S1149:multiple_rows,,count_divided_by_hours,,,,false,,,,,2012-2013 to 2019-2020 international seasons,,8,prospective cohort study,,,,Time loss,time loss [>=1 day],,team medical staff,,minor 1-7 days; moderate 8-28; severe 29-89; major >=90 days,,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,193,injuryTrainingCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | time_loss_outcome_alignment_review,,,,,,supported,The saved source wording gives a time-loss restriction or threshold. The saved extraction has an aligned count and player-hour denominator.,"analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",main,select,S1149,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,count_and_exposure,false,,incidence|training|all_injuries|||||,true,likelihood_and_target_selection_pending
173,S1219,S1219,"Ankle Sprains in Brazilian Professional Soccer: Epidemiological Analysis of 126,357 Match Hours.",10.1055/s-0044-1785660,S1219,Total,match,ankle,time loss [ankle sprains only; >=1 match or training session],source_defined_threshold_unconfirmed,Male,Senior,Professional/international,Brazil,Football,per 1000 match-hours,,hours,source construction requires review,"[2026-07-08] Batch 007 independent-review correction. numberOfSeasons normalized to 15 competition-seasons. injuryRecurrentTotal 79 is percentage-derived by rounding 31.22% x 253 ankle sprains; the published recurrence percentage is direct. || [2026-07-08] Translated from Portuguese on 2026-06-24 using GPT-5.5 workflow; extracted from merged PDF with English translation first and original source second. Second-search extraction Batch 007. Source checked: English translation plus original, Tables 1-5. Specific ankle-sprain cohort; broader most-common type/location fields intentionally not echoed.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,173:incidence:match:main,253,126357,2.002,2.002,2.0022634282,,,injuryMatchCount,injuryIncidenceMatch,ankle,,,,,,ankle,incidence,2.002,,173,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,,,,,,,false,,,,,2016-2019 Brazilian and Paulista championships,,15,prospective epidemiological study,,,,Time loss,time loss [ankle sprains only; >=1 match or training session],,club physicians,recurrent ankle sprain,minimal <3 days; mild 3-7; moderate 8-28; major 4-8 weeks; severe >8 weeks,,,lateral ligament injury,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,253,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,ankle_scope_review,ankle,,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The saved source wording gives a time-loss restriction or threshold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",main,select,S1219,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,count_and_exposure,false,,incidence|match|ankle|ankle||||,true,likelihood_and_target_selection_pending
174,S1229,S1229,Epidemiology and clinical characteristics of football injuries among academy players in Ghana.,10.1136/bmjsem-2022-001519,ghana-academy-2021-22,Total,overall,all_injuries,medical attention or time-loss,positive_days,Male,Senior,Youth academy,Ghana,Football,per 1000 player-hours,,hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S1229 owns the pooled Ghana academy denominator. Age rows remain source-only for denominator aggregation. || [2026-07-08] Second-search extraction Batch 007. Source checked: methods and Tables 1-6 including continued location/type tables. Total/U14/U16/U18/Senior direct row mapping; structured rows dual-written by apply workflow. Zero-only placeholders were not staged.",S1229 Tables 2 and 6; remove exact zero-day counts,,174:incidence:overall:main,118,28082.4,4.2019200638,,4.2019200638,,,source_verified_positive_day_subset,,,,,,,,all_injuries,incidence,4.2019200638,,174,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S1229:parent:174,,,,,,false,,,80,,September 2021-June 2022 (39 weeks),,1,prospective observational cohort study,,,,Other,medical attention or time-loss,,medical staff,same body part and same structure type as index injury,slight 0 days; minimal 1-3; mild 4-7; moderate 8-28; severe >28 days,knee,joint sprain,,parent,"standardised.csv sourceDataRow 174 and child rows 175,176,177,178; exact fields: sampleSizePlayers,injuryTotalCount",,protocol-v2/eligibility-audit-2026-09-12/mixed-a/papers/S1229.json#/source_confirmed/exposure | protocol-v2/eligibility-audit-2026-09-12/mixed-a/papers/S1229.json#/source_confirmed/exposure | protocol-v2/eligibility-audit-2026-09-12/mixed-a/papers/S1229.json#/source_confirmed/exposure,direct_reported_player_hour_total,The source reports match player-hours in Table 2. | The source reports a total player-hour denominator in Table 2. | The source reports training player-hours in Table 2.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Full epidemiology paper.,supported_all_injury_scope,,118,source_verified_positive_day_subset,,,analysis-source-context.csv,sourceDataRow,all_injuries,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper,,,,,,supported,"Saved primary-source audit identifies a positive-day time-loss subset with matching player-hours. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route. The saved primary-source audit supplies an exact or directly reported time-loss count and matching player-hours.",eligibility-audit-2026-09-12 adjudication-summary,main,select,ghana-academy-2021-22,"Selected as the source-supported parent for this final target. The named child rows are not proven disjoint replacements, so only competing child representations are held.","standardised.csv sourceDataRow 174 and child rows 175,176,177,178; exact fields: sampleSizePlayers,injuryTotalCount; final alignment source-supported parent fallback",174,count_and_exposure,false,,incidence|overall|all_injuries|||||,true,likelihood_and_target_selection_pending
174,S1229,S1229,Epidemiology and clinical characteristics of football injuries among academy players in Ghana.,10.1136/bmjsem-2022-001519,ghana-academy-2021-22,Total,match,all_injuries,medical attention or time-loss,positive_days,Male,Senior,Youth academy,Ghana,Football,per 1000 player-hours,,hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S1229 owns the pooled Ghana academy denominator. Age rows remain source-only for denominator aggregation. || [2026-07-08] Second-search extraction Batch 007. Source checked: methods and Tables 1-6 including continued location/type tables. Total/U14/U16/U18/Senior direct row mapping; structured rows dual-written by apply workflow. Zero-only placeholders were not staged.",S1229 Tables 2 and 6; remove exact zero-day counts,,174:incidence:match:main,62,2406.6,25.7624864955,,25.7624864955,,,source_verified_positive_day_subset,,,,,,,,all_injuries,incidence,25.7624864955,,174,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S1229:parent:174,,,,,,false,,,80,,September 2021-June 2022 (39 weeks),,1,prospective observational cohort study,,,,Other,medical attention or time-loss,,medical staff,same body part and same structure type as index injury,slight 0 days; minimal 1-3; mild 4-7; moderate 8-28; severe >28 days,knee,joint sprain,,parent,"standardised.csv sourceDataRow 174 and child rows 175,176,177,178; exact fields: sampleSizePlayers,injuryTotalCount",,protocol-v2/eligibility-audit-2026-09-12/mixed-a/papers/S1229.json#/source_confirmed/exposure,direct_reported_player_hour_total,The source reports match player-hours in Table 2.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Full epidemiology paper.,supported_all_injury_scope,,62,source_verified_positive_day_subset,,,analysis-source-context.csv,sourceDataRow,all_injuries,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper,,,,,,supported,"Saved primary-source audit identifies a positive-day time-loss subset with matching player-hours. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route. The saved primary-source audit supplies an exact or directly reported time-loss count and matching player-hours.",eligibility-audit-2026-09-12 adjudication-summary,main,select,ghana-academy-2021-22,"Selected as the source-supported parent for this final target. The named child rows are not proven disjoint replacements, so only competing child representations are held.","standardised.csv sourceDataRow 174 and child rows 175,176,177,178; exact fields: sampleSizePlayers,injuryTotalCount; final alignment source-supported parent fallback",174,count_and_exposure,false,,incidence|match|all_injuries|||||,true,likelihood_and_target_selection_pending
174,S1229,S1229,Epidemiology and clinical characteristics of football injuries among academy players in Ghana.,10.1136/bmjsem-2022-001519,ghana-academy-2021-22,Total,training,all_injuries,medical attention or time-loss,positive_days,Male,Senior,Youth academy,Ghana,Football,per 1000 player-hours,,hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S1229 owns the pooled Ghana academy denominator. Age rows remain source-only for denominator aggregation. || [2026-07-08] Second-search extraction Batch 007. Source checked: methods and Tables 1-6 including continued location/type tables. Total/U14/U16/U18/Senior direct row mapping; structured rows dual-written by apply workflow. Zero-only placeholders were not staged.",S1229 Tables 2 and 6; remove exact zero-day counts,,174:incidence:training:main,56,25675.8,2.1810420707,,2.1810420707,,,source_verified_positive_day_subset,,,,,,,,all_injuries,incidence,2.1810420707,,174,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S1229:parent:174,,,,,,false,,,80,,September 2021-June 2022 (39 weeks),,1,prospective observational cohort study,,,,Other,medical attention or time-loss,,medical staff,same body part and same structure type as index injury,slight 0 days; minimal 1-3; mild 4-7; moderate 8-28; severe >28 days,knee,joint sprain,,parent,"standardised.csv sourceDataRow 174 and child rows 175,176,177,178; exact fields: sampleSizePlayers,injuryTotalCount",,protocol-v2/eligibility-audit-2026-09-12/mixed-a/papers/S1229.json#/source_confirmed/exposure,direct_reported_player_hour_total,The source reports training player-hours in Table 2.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Full epidemiology paper.,supported_all_injury_scope,,56,source_verified_positive_day_subset,,,analysis-source-context.csv,sourceDataRow,all_injuries,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper,,,,,,supported,"Saved primary-source audit identifies a positive-day time-loss subset with matching player-hours. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route. The saved primary-source audit supplies an exact or directly reported time-loss count and matching player-hours.",eligibility-audit-2026-09-12 adjudication-summary,main,select,ghana-academy-2021-22,"Selected as the source-supported parent for this final target. The named child rows are not proven disjoint replacements, so only competing child representations are held.","standardised.csv sourceDataRow 174 and child rows 175,176,177,178; exact fields: sampleSizePlayers,injuryTotalCount; final alignment source-supported parent fallback",174,count_and_exposure,false,,incidence|training|all_injuries|||||,true,likelihood_and_target_selection_pending
185,S1358,S1358,Epidemiology of Non-Contact Muscle Injuries in the Italian Male Elite Under-19 Football (Soccer) Championship.,10.1186/s40798-024-00738-0,S1358,Total,overall,muscle,time-loss >=2 days,explicit_restriction_in_source_text,Male,Youth,Elite/sub-elite,Italy,Football,per 1000 player-hours,days lost per 1000 player-hours,hours,source construction requires review,,"source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",,185:incidence:overall:main,479,114734,4.17,4.17,4.1748740565,,,injuryTimeLossCount,injuryIncidenceOverall,,Muscle,,,,,muscle,incidence,4.17,,185,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,,,,,,,false,,,391,14,2022-2023 season,,1,prospective multicentre cohort study,,,,Time loss,time-loss >=2 days,,medical staff,same region and same diagnosis after full recovery and return to football,"minimal 1-3, mild 4-7, moderate 8-28, severe >28 days",hamstrings/posterior thigh,muscle injury,hamstring muscle injury,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,479,injuryTimeLossCount,,,analysis-source-context.csv,sourceDataRow,muscle_scope_review,,Muscle,,cohort_overlap_review | outcome_scope_review | source_method_flag:Methods explicitly use an estimated return-to-football date for injuries occurring at season end. The aligned 14231-day total therefore fails the actual-days-only check without an observed-only subset. | time_loss_outcome_alignment_review,,,,,,supported,"The saved source wording gives a time-loss restriction or threshold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",main,select,S1358,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,count_and_exposure,false,,incidence|overall|muscle||Muscle|||,true,likelihood_and_target_selection_pending
247,S1680,S1680,Relationships between internal workload and injury incidence in elite youth soccer players,10.1016/j.jts.2023.09.007,S1680,Total,overall,all_injuries,time-loss >3 days,explicit_restriction_in_source_text,Male,Youth | Senior,Elite/sub-elite,France,Football,per 1000 practice hours,,hours,source construction requires review,"[2026-07-07] Second-search temporary extraction batch 006. Source checked: translated English merged PDF methods/results and tables. Youth training-center workload cohort extracted with total injuries, hours, incidence, and directly reported tissue/type counts. Formal full-text inclusion still requires a second human include; screening remains pending.","source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",,247:incidence:overall:main,68,12360,5.5,5.5,5.501618123,,,injuryTimeLossCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,5.5,,247,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,,,,,,,false,17.7,,45,4,2021-07-01 to 2022-05-31,,1,retrospective observational cohort study(prospective data),,,,Time loss,time-loss >3 days,,Club physician,,,ankle,muscle injury,ankle sprain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,68,injuryTimeLossCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | time_loss_outcome_alignment_review,,,,,screening_inclusion_status_requires_confirmation,supported,"The saved source wording gives a time-loss restriction or threshold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route. Formal full-text inclusion still requires a second human include; this pre-fit screening gate must be satisfied before model fitting.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure | S1680 source_notes, 2026-07-07: formal full-text inclusion still requires a second human include; screening remains pending.",main,select,S1680,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,count_and_exposure,false,,incidence|overall|all_injuries|||||,true,likelihood_and_target_selection_pending
610,S381,S381,Incidence of injuries in elite French youth soccer players: A 10-season study,10.1177/0363546505283271,S381,Total,overall,all_injuries,time-loss - 48 hours,explicit_restriction_in_source_text,Male,Youth,Youth academy,France,Football,injuries per 1000 hours of exposure,,hours,source construction requires review,"[2026-09-06] Concussion population review 2026-09-06: added source-reported whole-study Total before age groups. Pooled results belong to Total only; subgroup concussion cells remain blank. S381 PDF pp2-3: 528 players, 237600 hours, 1152 injuries; p10 reports 2 concussions and 0.008 per 1000 exposure hours. These are pooled whole-study values, not age-specific denominators. Extra-high source adjudication: use the directly printed table values; no unresolved user judgement required. || [2026-03-14] slightly different time-loss defintion","source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,610:incidence:overall:main,1152,237600,4.8,4.8,4.8484848485,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,4.8,,610,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,main,false,false,not_yet_classified,false,reviewed_see_alignment_decision,select,supported,S381:parent:610,,,,,,false,,,528,1,10 seasons (1993-2003),,10,prospective cohort,,,,Time loss,time-loss - 48 hours,,Medical Staff,,minor 1-3 days; mild 4-7 days; moderate 1-4 weeks; major 1 month+,,,,parent,"standardised.csv sourceDataRow 610 and child rows 611,612,613; exact fields: injuryTotalCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,1152,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | time_loss_outcome_alignment_review,,,,,,supported,"The saved source wording gives a time-loss restriction or threshold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",main,select,S381,"Selected as the source-supported parent for this final target. The named child rows are not proven disjoint replacements, so only competing child representations are held.","standardised.csv sourceDataRow 610 and child rows 611,612,613; exact fields: injuryTotalCount; final alignment source-supported parent fallback",610,count_and_exposure,false,,incidence|overall|all_injuries|||||,true,likelihood_and_target_selection_pending
